ID PUMA,PUMA,ID Year,Year,ID Workforce Status,Workforce Status,Average Wage,Slug PUMA,Temp,Growth
"79500US7200900","Río Grande, Canóvanas & Loíza PUMA, PR",2018,"2018","true","true",22667.97684162195,"rio-grande-canovanas-loiza-puma-pr",22118.881400353122,2.482473825552769
"79500US7201000","Carolina PUMA, PR",2018,"2018","true","true",30062.609371728744,"carolina-puma-pr",29075.391237047694,3.3953735192499925
"79500US7201101","San Juan Norte PUMA, PR",2018,"2018","true","true",32578.40207092312,"san-juan-norte-puma-pr",31633.054834675215,2.9884791120826013
"79500US7201102","San Juan Sur PUMA, PR",2018,"2018","true","true",36883.323652095976,"san-juan-sur-puma-pr",36805.51517528304,0.21140439535319028
"79500US7201200","Guaynabo & Cataño PUMA, PR",2018,"2018","true","true",38192.013778250606,"guaynabo-catano-puma-pr",39649.82275267935,-3.676709940223455
"79500US7201300","Bayamón PUMA, PR",2018,"2018","true","true",27010.675103186397,"bayamon-puma-pr",26806.922207102125,0.7600756793716901
"79500US7201400","Toa Baja & Dorado PUMA, PR",2018,"2018","true","true",28287.40056991092,"toa-baja-dorado-puma-pr",27093.49742377563,4.40660401815674
"79500US7201500","Toa Alta, Corozal & Naranjito PUMA, PR",2018,"2018","true","true",25233.637304399635,"toa-alta-corozal-naranjito-puma-pr",25234.09306783259,-0.0018061415234096974
"79500US7201600","Vega Baja, Vega Alta & Morovis PUMA, PR",2018,"2018","true","true",25037.837411886067,"vega-baja-vega-alta-morovis-puma-pr",24275.667422372724,3.139645869472236
"79500US7201700","Arecibo, Manatí & Barceloneta PUMA, PR",2018,"2018","true","true",21993.431694704457,"arecibo-manati-barceloneta-puma-pr",22308.96022671748,-1.414357858037433
"79500US7201800","Isabela, Hatillo & Camuy PUMA, PR",2018,"2018","true","true",22453.753040728094,"isabela-hatillo-camuy-puma-pr",21623.971467323052,3.837322735367839
"79500US7202000","Cayey, Cidra & Barranquitas PUMA, PR",2018,"2018","true","true",23692.072934803637,"cayey-cidra-barranquitas-puma-pr",23694.88731211916,-0.011877572062074604
"79500US7202100","Caguas PUMA, PR",2018,"2018","true","true",30394.252221479073,"caguas-puma-pr",28902.214258779164,5.16236558673596
"79500US7202200","Trujillo Alto & Gurabo PUMA, PR",2018,"2018","true","true",26252.25193195998,"trujillo-alto-gurabo-puma-pr",25959.16875172575,1.1290160445324304
"79500US7202300","San Lorenzo, Juncos & Las Piedras PUMA, PR",2018,"2018","true","true",27099.22412625878,"san-lorenzo-juncos-las-piedras-puma-pr",26818.750122645735,1.0458131058695908
"79500US7200100","Aguadilla, Aguada & Moca PUMA, PR",2017,"2017","true","true",19671.80339492343,"aguadilla-aguada-moca-puma-pr",18842.383768161224,4.401882675607701
"79500US7200200","Mayagüez, Añasco & Hormigueros PUMA, PR",2017,"2017","true","true",21539.555623100303,"mayaguez-anasco-hormigueros-puma-pr",20507.468133985476,5.032739694494155
"79500US7200300","Cabo Rojo, San Germán & Lajas PUMA, PR",2017,"2017","true","true",22082.067045454547,"cabo-rojo-san-german-lajas-puma-pr",22567.049251618122,-2.149072307841932
"79500US7200400","Yauco, Sabana Grande & Peñuelas PUMA, PR",2017,"2017","true","true",20480.537404452614,"yauco-sabana-grande-penuelas-puma-pr",20052.930376670716,2.132391724051313
"79500US7200500","Ponce PUMA, PR",2017,"2017","true","true",23477.71540576316,"ponce-puma-pr",23107.011560117593,1.6042916007598176
"79500US7200600","Juana Díaz, Coamo & Villalba PUMA, PR",2017,"2017","true","true",23012.54034351356,"juana-diaz-coamo-villalba-puma-pr",22149.649909742355,3.895729446232326
"79500US7200700","Guayama, Salinas & Patillas PUMA, PR",2017,"2017","true","true",20950.4212537092,"guayama-salinas-patillas-puma-pr",21057.07315058205,-0.5064896536672968
"79500US7200800","Humacao, Fajardo & Islas Municipios PUMA, PR",2017,"2017","true","true",22674.105141388176,"humacao-fajardo-islas-municipios-puma-pr",23621.134842767297,-4.009247259638321
"79500US7200900","Río Grande, Canóvanas & Loíza PUMA, PR",2017,"2017","true","true",22118.881400353122,"rio-grande-canovanas-loiza-puma-pr",21534.331552533593,2.7145019402785
"79500US7201000","Carolina PUMA, PR",2017,"2017","true","true",29075.391237047694,"carolina-puma-pr",27538.94998207885,5.57915699752057
"79500US7201101","San Juan Norte PUMA, PR",2017,"2017","true","true",31633.054834675215,"san-juan-norte-puma-pr",29791.56556501164,6.181243700150797
"79500US7201102","San Juan Sur PUMA, PR",2017,"2017","true","true",36805.51517528304,"san-juan-sur-puma-pr",34727.77392196457,5.982938203834452
"79500US7201200","Guaynabo & Cataño PUMA, PR",2017,"2017","true","true",39649.82275267935,"guaynabo-catano-puma-pr",39935.437810945274,-0.715192004700259
"79500US7201300","Bayamón PUMA, PR",2017,"2017","true","true",26806.922207102125,"bayamon-puma-pr",25421.66698476318,5.449112456587596
"79500US7201400","Toa Baja & Dorado PUMA, PR",2017,"2017","true","true",27093.49742377563,"toa-baja-dorado-puma-pr",26166.4495032465,3.542887698287498
"79500US7201500","Toa Alta, Corozal & Naranjito PUMA, PR",2017,"2017","true","true",25234.09306783259,"toa-alta-corozal-naranjito-puma-pr",25328.27484055182,-0.3718444043746804
"79500US7201600","Vega Baja, Vega Alta & Morovis PUMA, PR",2017,"2017","true","true",24275.667422372724,"vega-baja-vega-alta-morovis-puma-pr",23921.06035472391,1.4824053047413719
"79500US7201700","Arecibo, Manatí & Barceloneta PUMA, PR",2017,"2017","true","true",22308.96022671748,"arecibo-manati-barceloneta-puma-pr",22064.348599244982,1.108628366580781
"79500US7201800","Isabela, Hatillo & Camuy PUMA, PR",2017,"2017","true","true",21623.971467323052,"isabela-hatillo-camuy-puma-pr",21426.368618359393,0.9222414328965725
"79500US7202000","Cayey, Cidra & Barranquitas PUMA, PR",2017,"2017","true","true",23694.88731211916,"cayey-cidra-barranquitas-puma-pr",23305.44460895775,1.6710374322218384
"79500US7202100","Caguas PUMA, PR",2017,"2017","true","true",28902.214258779164,"caguas-puma-pr",29186.613465702307,-0.9744166011495135
"79500US7202200","Trujillo Alto & Gurabo PUMA, PR",2017,"2017","true","true",25959.16875172575,"trujillo-alto-gurabo-puma-pr",25576.691199295274,1.4954145141378319
"79500US7202300","San Lorenzo, Juncos & Las Piedras PUMA, PR",2017,"2017","true","true",26818.750122645735,"san-lorenzo-juncos-las-piedras-puma-pr",26140.17620331319,2.595904151734597
"79500US7200100","Aguadilla, Aguada & Moca PUMA, PR",2016,"2016","true","true",18842.383768161224,"aguadilla-aguada-moca-puma-pr",19232.77654161504,-2.029830547914394
"79500US7200200","Mayagüez, Añasco & Hormigueros PUMA, PR",2016,"2016","true","true",20507.468133985476,"mayaguez-anasco-hormigueros-puma-pr",20385.82698020688,0.5966947227439023
"79500US7200300","Cabo Rojo, San Germán & Lajas PUMA, PR",2016,"2016","true","true",22567.049251618122,"cabo-rojo-san-german-lajas-puma-pr",22213.494841907825,1.5916199239539928
"79500US7200400","Yauco, Sabana Grande & Peñuelas PUMA, PR",2016,"2016","true","true",20052.930376670716,"yauco-sabana-grande-penuelas-puma-pr",19691.301162882683,1.8364922195679496
"79500US7200500","Ponce PUMA, PR",2016,"2016","true","true",23107.011560117593,"ponce-puma-pr",22858.05165430412,1.0891562832153938
"79500US7200600","Juana Díaz, Coamo & Villalba PUMA, PR",2016,"2016","true","true",22149.649909742355,"juana-diaz-coamo-villalba-puma-pr",21876.000611705826,1.2509110001126063
"79500US7200700","Guayama, Salinas & Patillas PUMA, PR",2016,"2016","true","true",21057.07315058205,"guayama-salinas-patillas-puma-pr",20613.34841545394,2.152608718316954
"79500US7200800","Humacao, Fajardo & Islas Municipios PUMA, PR",2016,"2016","true","true",23621.134842767297,"humacao-fajardo-islas-municipios-puma-pr",23635.446734294357,-0.060552659266196594
"79500US7200900","Río Grande, Canóvanas & Loíza PUMA, PR",2016,"2016","true","true",21534.331552533593,"rio-grande-canovanas-loiza-puma-pr",21818.351239000163,-1.3017467880840008
"79500US7201000","Carolina PUMA, PR",2016,"2016","true","true",27538.94998207885,"carolina-puma-pr",27646.439893363466,-0.3888020001823714
"79500US7201101","San Juan Norte PUMA, PR",2016,"2016","true","true",29791.56556501164,"san-juan-norte-puma-pr",28810.548775844345,3.405061100362685
"79500US7201102","San Juan Sur PUMA, PR",2016,"2016","true","true",34727.77392196457,"san-juan-sur-puma-pr",33927.59012115564,2.3585046799712677
"79500US7201200","Guaynabo & Cataño PUMA, PR",2016,"2016","true","true",39935.437810945274,"guaynabo-catano-puma-pr",38232.34194329533,4.454594673211247
"79500US7201300","Bayamón PUMA, PR",2016,"2016","true","true",25421.66698476318,"bayamon-puma-pr",25106.580001577164,1.2549976267823861
"79500US7201400","Toa Baja & Dorado PUMA, PR",2016,"2016","true","true",26166.4495032465,"toa-baja-dorado-puma-pr",25047.204623353864,4.468542085726633
"79500US7201500","Toa Alta, Corozal & Naranjito PUMA, PR",2016,"2016","true","true",25328.27484055182,"toa-alta-corozal-naranjito-puma-pr",25720.018732190405,-1.5231088892959812
"79500US7201600","Vega Baja, Vega Alta & Morovis PUMA, PR",2016,"2016","true","true",23921.06035472391,"vega-baja-vega-alta-morovis-puma-pr",24152.05610250264,-0.9564227028886065
"79500US7201700","Arecibo, Manatí & Barceloneta PUMA, PR",2016,"2016","true","true",22064.348599244982,"arecibo-manati-barceloneta-puma-pr",22493.834277010694,-1.9093484573444084
"79500US7201800","Isabela, Hatillo & Camuy PUMA, PR",2016,"2016","true","true",21426.368618359393,"isabela-hatillo-camuy-puma-pr",21084.74377632463,1.6202465899460505
"79500US7202000","Cayey, Cidra & Barranquitas PUMA, PR",2016,"2016","true","true",23305.44460895775,"cayey-cidra-barranquitas-puma-pr",23318.267879468272,-0.05499238012362344
"79500US7202100","Caguas PUMA, PR",2016,"2016","true","true",29186.613465702307,"caguas-puma-pr",28930.30330770445,0.885957382719867
"79500US7202200","Trujillo Alto & Gurabo PUMA, PR",2016,"2016","true","true",25576.691199295274,"trujillo-alto-gurabo-puma-pr",25640.96575883576,-0.25067136762715814
"79500US7202300","San Lorenzo, Juncos & Las Piedras PUMA, PR",2016,"2016","true","true",26140.17620331319,"san-lorenzo-juncos-las-piedras-puma-pr",25926.48865611961,0.8242055066841457
"79500US7200100","Aguadilla, Aguada & Moca PUMA, PR",2015,"2015","true","true",19232.77654161504,"aguadilla-aguada-moca-puma-pr",20011.535180498202,-3.8915487085772624
"79500US7200200","Mayagüez, Añasco & Hormigueros PUMA, PR",2015,"2015","true","true",20385.82698020688,"mayaguez-anasco-hormigueros-puma-pr",21047.00347062365,-3.1414281436291347
"79500US7200300","Cabo Rojo, San Germán & Lajas PUMA, PR",2015,"2015","true","true",22213.494841907825,"cabo-rojo-san-german-lajas-puma-pr",22558.25334525702,-1.5283031805371716
"79500US7200400","Yauco, Sabana Grande & Peñuelas PUMA, PR",2015,"2015","true","true",19691.301162882683,"yauco-sabana-grande-penuelas-puma-pr",19496.890364277322,0.9971374664011277
"79500US7200500","Ponce PUMA, PR",2015,"2015","true","true",22858.05165430412,"ponce-puma-pr",23156.23180021213,-1.2876885517499324
"79500US7200600","Juana Díaz, Coamo & Villalba PUMA, PR",2015,"2015","true","true",21876.000611705826,"juana-diaz-coamo-villalba-puma-pr",21188.253668530928,3.245887810925865
"79500US7200700","Guayama, Salinas & Patillas PUMA, PR",2015,"2015","true","true",20613.34841545394,"guayama-salinas-patillas-puma-pr",21461.28843710292,-3.9510210402048225
"79500US7200800","Humacao, Fajardo & Islas Municipios PUMA, PR",2015,"2015","true","true",23635.446734294357,"humacao-fajardo-islas-municipios-puma-pr",25440.53673102372,-7.095329850207631
"79500US7200900","Río Grande, Canóvanas & Loíza PUMA, PR",2015,"2015","true","true",21818.351239000163,"rio-grande-canovanas-loiza-puma-pr",22121.547425838347,-1.3705921245095436
"79500US7201000","Carolina PUMA, PR",2015,"2015","true","true",27646.439893363466,"carolina-puma-pr",27342.66576559514,1.1109894345070097
"79500US7201101","San Juan Norte PUMA, PR",2015,"2015","true","true",28810.548775844345,"san-juan-norte-puma-pr",29195.38724097367,-1.318148178521948
"79500US7201102","San Juan Sur PUMA, PR",2015,"2015","true","true",33927.59012115564,"san-juan-sur-puma-pr",34234.67365152109,-0.8969956410021209
"79500US7201200","Guaynabo & Cataño PUMA, PR",2015,"2015","true","true",38232.34194329533,"guaynabo-catano-puma-pr",36834.69178496288,3.794385375861937
"79500US7201300","Bayamón PUMA, PR",2015,"2015","true","true",25106.580001577164,"bayamon-puma-pr",25564.042844955606,-1.7894776900231577
"79500US7201400","Toa Baja & Dorado PUMA, PR",2015,"2015","true","true",25047.204623353864,"toa-baja-dorado-puma-pr",25426.847278238754,-1.4930779688514617
"79500US7201500","Toa Alta, Corozal & Naranjito PUMA, PR",2015,"2015","true","true",25720.018732190405,"toa-alta-corozal-naranjito-puma-pr",25292.07208029197,1.6920189478342391
"79500US7201600","Vega Baja, Vega Alta & Morovis PUMA, PR",2015,"2015","true","true",24152.05610250264,"vega-baja-vega-alta-morovis-puma-pr",24818.649096256533,-2.685855266209623
"79500US7201700","Arecibo, Manatí & Barceloneta PUMA, PR",2015,"2015","true","true",22493.834277010694,"arecibo-manati-barceloneta-puma-pr",23431.159987050825,-4.000338483276724
"79500US7201800","Isabela, Hatillo & Camuy PUMA, PR",2015,"2015","true","true",21084.74377632463,"isabela-hatillo-camuy-puma-pr",21106.06849494602,-0.10103595857511213
"79500US7202000","Cayey, Cidra & Barranquitas PUMA, PR",2015,"2015","true","true",23318.267879468272,"cayey-cidra-barranquitas-puma-pr",23599.797022558676,-1.1929303579233932
"79500US7202100","Caguas PUMA, PR",2015,"2015","true","true",28930.30330770445,"caguas-puma-pr",28444.459191135735,1.7080448367959133
"79500US7202200","Trujillo Alto & Gurabo PUMA, PR",2015,"2015","true","true",25640.96575883576,"trujillo-alto-gurabo-puma-pr",26246.627362736275,-2.3075787815710234
"79500US7202300","San Lorenzo, Juncos & Las Piedras PUMA, PR",2015,"2015","true","true",25926.48865611961,"san-lorenzo-juncos-las-piedras-puma-pr",25103.47084029182,3.2785020886706393
"79500US7200100","Aguadilla, Aguada & Moca PUMA, PR",2014,"2014","true","true",20011.535180498202,"aguadilla-aguada-moca-puma-pr",,NaN
"79500US7200200","Mayagüez, Añasco & Hormigueros PUMA, PR",2014,"2014","true","true",21047.00347062365,"mayaguez-anasco-hormigueros-puma-pr",,NaN
"79500US7200300","Cabo Rojo, San Germán & Lajas PUMA, PR",2014,"2014","true","true",22558.25334525702,"cabo-rojo-san-german-lajas-puma-pr",,NaN
"79500US7200400","Yauco, Sabana Grande & Peñuelas PUMA, PR",2014,"2014","true","true",19496.890364277322,"yauco-sabana-grande-penuelas-puma-pr",,NaN
"79500US7200500","Ponce PUMA, PR",2014,"2014","true","true",23156.23180021213,"ponce-puma-pr",,NaN
"79500US7200600","Juana Díaz, Coamo & Villalba PUMA, PR",2014,"2014","true","true",21188.253668530928,"juana-diaz-coamo-villalba-puma-pr",,NaN
"79500US7200700","Guayama, Salinas & Patillas PUMA, PR",2014,"2014","true","true",21461.28843710292,"guayama-salinas-patillas-puma-pr",,NaN
"79500US7200800","Humacao, Fajardo & Islas Municipios PUMA, PR",2014,"2014","true","true",25440.53673102372,"humacao-fajardo-islas-municipios-puma-pr",,NaN
"79500US7200900","Río Grande, Canóvanas & Loíza PUMA, PR",2014,"2014","true","true",22121.547425838347,"rio-grande-canovanas-loiza-puma-pr",,NaN
"79500US7201000","Carolina PUMA, PR",2014,"2014","true","true",27342.66576559514,"carolina-puma-pr",,NaN
"79500US7201101","San Juan Norte PUMA, PR",2014,"2014","true","true",29195.38724097367,"san-juan-norte-puma-pr",,NaN
"79500US7201102","San Juan Sur PUMA, PR",2014,"2014","true","true",34234.67365152109,"san-juan-sur-puma-pr",,NaN
"79500US7201200","Guaynabo & Cataño PUMA, PR",2014,"2014","true","true",36834.69178496288,"guaynabo-catano-puma-pr",,NaN
"79500US7201300","Bayamón PUMA, PR",2014,"2014","true","true",25564.042844955606,"bayamon-puma-pr",,NaN
"79500US7201400","Toa Baja & Dorado PUMA, PR",2014,"2014","true","true",25426.847278238754,"toa-baja-dorado-puma-pr",,NaN
"79500US7201500","Toa Alta, Corozal & Naranjito PUMA, PR",2014,"2014","true","true",25292.07208029197,"toa-alta-corozal-naranjito-puma-pr",,NaN
"79500US7201600","Vega Baja, Vega Alta & Morovis PUMA, PR",2014,"2014","true","true",24818.649096256533,"vega-baja-vega-alta-morovis-puma-pr",,NaN
"79500US7201700","Arecibo, Manatí & Barceloneta PUMA, PR",2014,"2014","true","true",23431.159987050825,"arecibo-manati-barceloneta-puma-pr",,NaN
"79500US7201800","Isabela, Hatillo & Camuy PUMA, PR",2014,"2014","true","true",21106.06849494602,"isabela-hatillo-camuy-puma-pr",,NaN
"79500US7202000","Cayey, Cidra & Barranquitas PUMA, PR",2014,"2014","true","true",23599.797022558676,"cayey-cidra-barranquitas-puma-pr",,NaN
"79500US7202100","Caguas PUMA, PR",2014,"2014","true","true",28444.459191135735,"caguas-puma-pr",,NaN
"79500US7202200","Trujillo Alto & Gurabo PUMA, PR",2014,"2014","true","true",26246.627362736275,"trujillo-alto-gurabo-puma-pr",,NaN
"79500US7202300","San Lorenzo, Juncos & Las Piedras PUMA, PR",2014,"2014","true","true",25103.47084029182,"san-lorenzo-juncos-las-piedras-puma-pr",,NaN